Job_Roles,text,avg_exp,salary,locations,skills
Manager,manager customer private ltd bengaluru computer science nosql artificial intelligence machine learn log analysis json customer support customer service,14.5,Not disclosed,Bengaluru,"Computer science
NoSQL
Artificial Intelligence
Machine learning
Log analysis
JSON
Customer support
Customer service"
Analyst,analyst fractal analytics ltd mumbai bengaluru gurgaon logistic regression factor analysis analytical consult linear regression predictive model business strategy client management,4.0,Not disclosed,"Mumbai, Bengaluru, Gurgaon","Logistic regression
Factor analysis
Analytical
Consulting
linear regression
Predictive modeling
Business strategy
Client management"
Analyst,analyst fractal analytics ltd mumbai bengaluru gurgaon computer science data conversion project management machine learn data quality predictive model anova stakeholder management,5.0,Not disclosed,"Mumbai, Bengaluru, Gurgaon","Computer science
Data conversion
Project management
Machine learning
Data quality
Predictive modeling
Anova
Stakeholder management"
Data Engineer,data engineer hire monk llp chennai python lead data engineer scala spark hadoop sql,6.5,1000000 - 2000000 ,Chennai,"python
Lead Data Engineer
scala
spark
Hadoop
sql"
Analyst,analyst pearson education service pvt ltd noida business administration development management data analysis human resource development time management financial management business management data mine,4.0,Not disclosed,Noida,"Business administration
Development management
Data analysis
Human Resource Development
Time management
Financial management
Business management
Data mining"
Analyst,analyst retail limit delhi ncr kapashera market strategy data analytics business analysis business plan,9.5,Not disclosed,Delhi NCR(Kapashera),"marketing strategy
data analytics
business analysis
business planning"
Analyst,analyst bolt solutions inc bengaluru computer science tableau vlookup analytical data structure power data visualization data warehouse,3.0,Not disclosed,Bengaluru,"Computer science
tableau
VLOOKUP
Analytical
Data structures
power bi
data visualization
Data warehousing"
Manager,manager elixir web solutions delhi ncr consult bfsi sas data model data analytics statistics analytics,4.5,Not disclosed,Delhi NCR,"Consulting - BFSI
SAS
Data Modeling
Data Analytics
Statistics
Analytics"
Big Data Engineer,big data engineer bigshyft hire valiance solutions noida hive hadoop big data spark mapreduce,3.0,Not disclosed,Noida,"Hive
Hadoop
Big data
Spark
MapReduce"
Big Data Engineer,big data engineer bigshyft hire quovantis technologies noida java scala postgresql kafka spark,6.0,2000000 - 2750000 ,Noida,"Java
Scala
PostgreSQL
Kafka
Spark"
Analyst,analyst larsen toubro infotech limit chennai loan business analyst sql database wholesale bank business data analyst analytical retail bank consult,5.0,Not disclosed,Chennai,"Loans
Business Analyst
SQL database
Wholesale banking
Business Data Analyst
Analytical
Retail banking
Consulting"
Analyst,analyst privia health remote analyst operations research claim business analytics consult sit healthcare actuarial,3.5,Not disclosed,remote,"Analyst
Operations research
Claims
Business analytics
Consulting
SAT
Healthcare
Actuarial"
Data Engineer,data engineer alza karriere chennai informatica mdm informatica data quality data engineer data quality activevos mdm,6.0,600000 - 900000 ,Chennai,"Informatica MDM
Informatica Data Quality
Data Engineer
Data Quality
ActiveVos
MDM"
Data Engineer,data engineer alza karriere chennai power otbi report data engineer otbi oracle hrms etl sql,7.0,700000 - 900000 ,Chennai,"Power BI
OTBI Reports
Data Engineer
OTBI
Oracle HRMS
ETL
SQL"
Researcher,researcher career solutions udaipur jaipur research analysis call edit data mine night shift call center,2.5,Not disclosed,"Udaipur, Jaipur","Research Analysis
Calling
Editing
Data Mining
Night Shift
Call Center"
Manager,manager prime seller hub delhi san data analysis french analytical vlookup inventory control raw material forecast,1.0,Not disclosed,Delhi,"SAN
Data analysis
French
Analytical
VLOOKUP
Inventory control
Raw material
Forecasting"
Manager,manager solutions mohali supply chain data analysis bosch automobile sap tool customer service,2.5,Not disclosed,Mohali,"Supply chain
Data analysis
bosch
Automobile
SAP
CV
Tools
Customer service"
Analyst,analyst iqr consult ahmedabad customer market factor analysis sas analytical predictive model business strategy spss oracle,9.5,Not disclosed,Ahmedabad,"customer marketing
Factor analysis
SAS
Analytical
Predictive modeling
Business strategy
SPSS
Oracle"
Software Engineer,software engineer valens datalabs ahmedabad nosql cassandra scala hadoop javascript mongodb big data object orient program,2.0,Not disclosed,Ahmedabad,"NoSQL
cassandra
SCALA
Hadoop
Javascript
MongoDB
big data
Object oriented programming"
Researcher,researcher seven consultancy delhi train clinical research data integrity monitor recruitment,4.5,Not disclosed,Delhi,"Training
Clinical research
data integrity
Monitoring
Recruitment"
Analyst,analyst octalsoft ahmedabad project data attention detail analyst technical specifications team build specifications support,4.5,Not disclosed,Ahmedabad,"it project
data
attention to detail
analyst
technical specifications
team building
specifications
support"
Researcher,researcher mcnroe consumer products pvt ltd kolkata formulation development usage claim quality inspection product placement product portfolio focus data collection,7.5,Not disclosed,Kolkata,"Formulation development
Usage
Claims
Quality inspection
Product placement
Product portfolio
Focus
Data collection"
Analyst,analyst scio health analytics chennai business process manager quality assurance business analysis information security analytical gap analysis data quality user acceptance test,4.0,Not disclosed,Chennai,"Business process
Manager Quality Assurance
Business analysis
Information security
Analytical
Gap analysis
Data quality
User acceptance testing"
Analyst,analyst galgotias university greater noida erp data management succession plan mis report talent management human resources stakeholders,4.5,Not disclosed,Greater Noida,"ERP
MS Data management
Succession Planning
MIS
Reports
Talent Management
Human Resources
Stakeholders"
Analyst,analyst infallible delhi economics business process finance manager due diligence account market research business intelligence data mine,16.0,Not disclosed,Delhi,"Economics
Business process
Finance Manager
Due diligence
Accounting
Market research
Business intelligence
Data mining"
Analyst,analyst iqr consult chennai sql query excel senior analyst analytical sas data analytics business strategy ites,3.5,Not disclosed,Chennai,"SQL queries
Excel
Senior Analyst
Analytical
SAS R
Data analytics
Business strategy
ITES"
Analyst,analyst menorah personnel management india private limit chennai remediation business analyst geophysics data quality petroleum epos,5.0,Not disclosed,Chennai,"remediation
Business Analyst
Geophysics
Data quality
Petroleum
EPOS"
Analyst,analyst cognizant technology solutions india ltd hyderabad remediation business analyst geophysics data quality petroleum epos,11.0,Not disclosed,Hyderabad,"remediation
Business Analyst
Geophysics
Data quality
Petroleum
EPOS"
Software Engineer,software engineer well fargo india solutions pvt ltd bengaluru hyderabad unix linux data model xml information security perl informatica teradata,5.5,Not disclosed,"Bengaluru, Hyderabad","Unix
Linux
Data modeling
XML
Information security
Perl
Informatica
Teradata"
Machine Learning Engineer,machine learn engineer nuacem pvt ltd hyderabad machine learn machine learn engineer,5.0,Not disclosed,Hyderabad,"Machine learning
Machine Learning Engineer"
Manager,manager citibank chennai bengaluru hyderabad portfolio management client acquisition relationship management kyc compliance product penetration finance asset allocation,8.5,Not disclosed,"Chennai, Bengaluru, Hyderabad","Portfolio Management
Client Acquisition
Relationship Management
KYC
Compliance
Product Penetration
Finance
Asset Allocation"
Analyst,analyst quislex legal service pvt ltd hyderabad kondapur action plan data structure data analysis chart dashboards tableau business analysis,6.5,Not disclosed,Hyderabad(Kondapur),"Action Plan
Data Structures
Data Analysis
Charts
Dashboards
Tableau
Business Analysis"
Software Engineer,software engineer well fargo india solutions pvt ltd bengaluru hyderabad development business service web service machine learn agile manager technology data quality quality tool,9.0,Not disclosed,"Bengaluru, Hyderabad","UI development
Business services
Web services
Machine learning
Agile
Manager Technology
Data quality
Quality tools"
Analyst,analyst heritage foods limit hyderabad data analysis agile process optimization research business analysis competitive analysis,4.0,Not disclosed,Hyderabad,"Data Analysis
Agile
Process Optimization
Research
Business Analysis
Competitive Analysis"
Software Engineer,software engineer well fargo india solutions pvt ltd chennai bengaluru hyderabad automation data analysis linux application development windows selenium information technology virtualization,7.5,Not disclosed,"Chennai, Bengaluru, Hyderabad","Automation
Data analysis
Linux
Application development
Windows
Selenium
Information technology
Virtualization"
Software Engineer,software engineer well fargo india solutions pvt ltd bengaluru hyderabad unix core java automation project management shell script plsql data structure application development,9.5,Not disclosed,"Bengaluru, Hyderabad","Unix
Core Java
Automation
Project management
Shell scripting
PLSQL
Data structures
Application development"
Analyst,analyst hyrefox consultants pvt ltd hyderabad computer science data science senior analyst machine learn data process open source secondary research software service,4.0,Not disclosed,Hyderabad,"Computer science
data science
Senior Analyst
Machine learning
Data processing
Open source
Secondary research
Software services"
Analyst,analyst ivy software development service pvt ltd hyderabad query optimization query tune oracle sql store procedures plsql data model data warehouse dashboards,7.0,Not disclosed,Hyderabad,"Query Optimization
Query Tuning
Oracle SQL
Stored Procedures
PLSQL
Data Modeling
Data Warehousing
Dashboards"
Analyst,analyst seven consultancy hyderabad root cause analysis data analysis business analyst analytical strategic plan commerce management analytics,3.0,Not disclosed,Hyderabad,"Root cause analysis
Data analysis
Business Analyst
Analytical
Strategic planning
E-commerce
Management
Analytics"
Analyst,analyst ness technologies hyderabad analytical skills data analysis business analyst agile scrum business analysis cod application program social network,10.5,Not disclosed,Hyderabad,"Analytical skills
Data analysis
Business Analyst
Agile scrum
Business analysis
Coding
Application programming
Social networking"
Analyst,analyst ness technologies hyderabad analytical skills data analysis business analyst business analysis cod techno functional application program social network,10.0,Not disclosed,Hyderabad,"Analytical skills
Data analysis
Business Analyst
Business analysis
Coding
Techno functional
Application programming
Social networking"
Analyst,analyst salesforce com inc hyderabad automation data validation metadata analytical financial plan data quality macros operations,7.5,Not disclosed,Hyderabad,"Automation
Data validation
metadata
Analytical
Financial planning
Data quality
Macros
Operations"
Analyst,analyst openace llc hyderabad office suite data analysis business analyst business analysis mortgage write skills visio presentation skills,4.5,Not disclosed,Hyderabad,"MS Office suite
Data analysis
Business Analyst
Business analysis
Mortgage
Writing skills
VISIO
Presentation skills"
Analyst,analyst imperial train consult hyderabad administration data analysis business analysis technical write analytical strategic plan macros operations,5.0,Not disclosed,Hyderabad,"Administration
Data analysis
Business analysis
Technical writing
Analytical
Strategic planning
Macros
Operations"
Software Engineer,software engineer husys consult limit hyderabad computer science iso postgresql machine learn javascript cmmi html agile methodology,1.0,Not disclosed,Hyderabad,"Computer science
ISO
Postgresql
Machine learning
Javascript
CMMI
HTML
Agile methodology"
Analyst,analyst arise global service private limit hyderabad hive data analytics data management digital market hadoop,4.0,800000 - 1200000 ,Hyderabad,"hive
data analytics
data management
Digital Marketing
hadoop"
Analyst,analyst teachglobal solutions pvt ltd hyderabad senior content analyst english claim pharmacy bill data collection service customer support,2.5,Not disclosed,Hyderabad,"Senior Content Analyst
English
Claims
Pharmacy
Billing
Data collection
Service
Customer support"
Analyst,analyst grid logic software private limit hyderabad unix usage google analytics access analytical mysql data quality game,4.5,Not disclosed,Hyderabad,"Unix
Usage
Google Analytics
MS Access
Analytical
MySQL
Data quality
Gaming"
Analyst,analyst innopark india pvt ltd hyderabad product management data migration uml technical write analytical open source office information technology,6.0,Not disclosed,Hyderabad,"Product management
Data migration
UML
Technical writing
Analytical
Open source
MS Office
Information technology"
Analyst,analyst otm labs india private limit hyderabad analyst data service sap analytical http xslt integration service management,10.5,Not disclosed,Hyderabad,"Analyst
data services
SAP
Analytical
HTTP
XSLT
Integration services
Management"
Analyst,analyst talent zone consultant hyderabad health insurance sales business analyst business analytics actuarial data quality,6.5,Not disclosed,Hyderabad,"Health insurance
Sales
Business Analyst
Business analytics
Actuarial
Data quality"
Analyst,analyst envista hyderabad operations analyst associate analyst invoice process relationship data process customer service japanese freight,5.5,Not disclosed,Hyderabad,"Operations Analyst
Associate Analyst
Invoice processing
Relationship
Data processing
Customer service
Japanese
Freight"
Analyst,analyst otm labs india private limit hyderabad procurement supply chain idocs data conversion sap sap implementation senior analyst cloud,10.0,Not disclosed,Hyderabad,"Procurement
Supply chain
IDOCS
Data conversion
SAP MM
SAP implementation
Senior Analyst
Cloud"
Analyst,analyst meritus intelytics private limit hyderabad usage excel performance management data science business analyst manager technology cxo market executive,3.0,Not disclosed,Hyderabad,"Usage
Excel
Performance management
data science
Business Analyst
Manager Technology
cxo
Marketing Executive"
Analyst,analyst research center pvt ltd hyderabad mine market analysis visual basic excel data model senior analyst office tool microsoft,2.5,Not disclosed,Hyderabad,"Mining
Market analysis
Visual Basic
Excel
Data modeling
Senior Analyst
MS Office tools
microsoft"
Analyst,analyst caribou media hyderabad computer science sql query analyst manager quality assurance business analyst business analysis technical write process documentation,3.0,Not disclosed,Hyderabad,"Computer science
SQL queries
IT Analyst
Manager Quality Assurance
Business Analyst
Business analysis
Technical writing
Process documentation"
Analyst,analyst menorah personnel management india private limit hyderabad business analyst data management geophysics petroleum,5.5,Not disclosed,Hyderabad,"Business Analyst
Data management
Geophysics
Petroleum"
Analyst,analyst grid logic software private limit hyderabad unix google analytics access analytical mysql data quality game report tool,3.5,Not disclosed,Hyderabad,"Unix
Google Analytics
MS Access
Analytical
MySQL
Data quality
Gaming
Reporting tools"
Machine Learning Engineer,machine learn engineer wissen infotech pvt ltd pune mumbai computer science deep learn nosql consult machine learn manager technology natural language process sql,5.0,Not disclosed,"Pune, Mumbai","Computer science
deep learning
NoSQL
Consulting
Machine learning
Manager Technology
Natural language processing
SQL"
Software Engineer,software engineer samast technologies private limit gurgaon deep learn cassandra machine learn program data structure open source big data distribution system,1.0,Not disclosed,Gurgaon,"deep learning
cassandra
Machine learning
Programming
Data structures
Open source
big data
Distribution system"
Manager,manager kpmg global service private limit gurgaon cyber city azure power alteryx data extraction tableau sql azure report excel,2.5,Not disclosed,Gurgaon(Cyber City),"Azure
Power Bi
Alteryx
Data Extraction
Tableau
SQL Azure
MI reporting
Excel"
Big Data Engineer,big data engineer huquo consult pvt ltd delhi ncr gurgaon sas big data tableau statistics sql python,2.5,Not disclosed,"Delhi NCR, Gurgaon","SAS
Big Data
Tableau
Statistics
SQL
Python"
Analyst,analyst delhivery gurgaon data analysis senior analyst business analytics time series machine learn regression tool office,4.0,Not disclosed,Gurgaon,"Data analysis
Senior Analyst
Business analytics
Time series
Machine learning
Regression
Tools
MS Office"
Machine Learning Engineer,machine learn engineer roposo bengaluru gurgaon linux spark machine learn scala distribution system python,3.5,Not disclosed,"Bengaluru, Gurgaon","Linux
spark
Machine learning
SCALA
Distribution system
Python"
Big Data Engineer,big data engineer support star corporate service pvt ltd gurgaon azure scala qlik sense big data api stream data informatica,8.0,Not disclosed,Gurgaon,"C#
Azure
scala
Qlik Sense
Big Data
API
Streaming Data
Informatica"
Manager,manager accenture solutions pvt ltd gurgaon gurugram bid data management competitive analysis senior analyst consult procurement management data analytics management,6.5,Not disclosed,Gurgaon Gurugram,"Bidding
Data management
Competitive analysis
Senior Analyst
Consulting
Procurement management
Data analytics
Management"
Analyst,analyst accenture solutions pvt ltd gurgaon gurugram analyst change management automation business report consult data governance incident management professional service,6.5,Not disclosed,Gurgaon Gurugram,"Analyst
Change management
Automation
Business reporting
Consulting
data governance
Incident management
professional services"
Analyst,analyst accenture solutions pvt ltd gurgaon gurugram supply chain analyst data management network consult manager technology management professional service,6.5,Not disclosed,Gurgaon Gurugram,"Supply chain
Analyst
Data management
Networking
Consulting
Manager Technology
Management
professional services"
Analyst,analyst accenture solutions pvt ltd gurgaon gurugram analyst change management automation business report consult data governance incident management individual contributor,6.5,Not disclosed,Gurgaon Gurugram,"Analyst
Change management
Automation
Business reporting
Consulting
data governance
Incident management
Individual Contributor"
Analyst,analyst ameriprise financial gurgaon haryana computer science administration business analyst sas data management architecture process improvement financial plan,3.0,Not disclosed,"Gurgaon, haryana","Computer science
Administration
Business Analyst
SAS
Data management
Architecture
Process improvement
Financial planning"
Analyst,analyst ocrolus east private limit delhi ncr gurgaon udyog vihar investment bank data visualization deal structure advance excel financial model,5.5,1500000 - 2500000 ,"Delhi NCR, Gurgaon(Udyog Vihar)","Investment Banking
Data Visualization
Deal Structuring
Advanced Excel
Financial Modelling"
Manager,manager allegis service india pvt ltd mumbai bengaluru relationship management,9.5,Not disclosed,"Mumbai, Bengaluru",Relationship Management
Analyst,analyst nepa mumbai consumer research data analysis automation business analytics process improvement formulation market research data process,4.5,Not disclosed,Mumbai,"Consumer research
Data analysis
Automation
Business analytics
Process improvement
Formulation
Market research
Data processing"
Analyst,analyst blenheim chalcot service india private limit mumbai suburbs mumbai quality audit filter customer service email product portfolio feedback back office data analysis,2.5,100000 - 400000 ,"Mumbai Suburbs, Mumbai","Quality Audit
Filters
Customer Service
Email
Product Portfolio
Feedback
Back Office
Data Analysis"
Manager,manager netcarrots com pvt ltd delhi mumbai bengaluru noida data analysis excel senior management consult client engagement market research account management technical person,2.0,Not disclosed,"Delhi, Mumbai, Bengaluru, Noida","Data analysis
Excel
Senior management
Consulting
Client engagement
Market research
Account management
Technical Person"
Machine Learning Engineer,machine learn engineer haptik inc mumbai data analysis excel senior management consult client engagement market research account management technical person,3.5,Not disclosed,Mumbai,"Data analysis
Excel
Senior management
Consulting
Client engagement
Market research
Account management
Technical Person"
Analyst,analyst hector streak consult pvt ltd navi mumbai data analysis excel senior management consult client engagement market research account management technical person,16.0,Not disclosed,Navi Mumbai,"Data analysis
Excel
Senior management
Consulting
Client engagement
Market research
Account management
Technical Person"
Manager,manager advent solutions mumbai data science program management nlp machine learn statistical analysis deep learn,7.5,700000 - 1700000 ,Mumbai,"Data Science
Program Management
NLP
Machine Learning
Statistical Analysis
Deep Learning"
Analyst,analyst colgate palmolive mumbai google data studio change management data management google suite tableau analytics data report,5.5,Not disclosed,Mumbai,"Google Data Studio
Change Management
R
Data Management
Google Suite
Tableau
Analytics
Data Reporting"
Analyst,analyst accenture solutions pvt ltd mumbai google data studio change management data management google suite tableau analytics data report,4.0,Not disclosed,Mumbai,"Google Data Studio
Change Management
R
Data Management
Google Suite
Tableau
Analytics
Data Reporting"
Manager,manager alok industries limit mumbai lower parel cost mis operations account standards raw material product design finance data collection taxation,10.5,Not disclosed,Mumbai(Lower Parel),"Costing
MIS Operations
Accounting Standards
Raw Material
Product Design
Finance
Data Collection
Taxation"
Analyst,analyst accenture solutions pvt ltd mumbai analyst visual basic excel data management business report consult management individual contributor,4.0,Not disclosed,Mumbai,"Analyst
Visual Basic
Excel
Data management
Business reporting
Consulting
Management
Individual Contributor"
Analyst,analyst accenture solutions pvt ltd mumbai office suite service level transaction process analyst interpersonal skills strategic source data process management operations,3.0,Not disclosed,Mumbai,"MS Office suite
Service level
Transaction Processing Analyst
Interpersonal skills
Strategic sourcing
Data processing
Management
Operations"
Analyst,analyst sitel india limit mumbai manager quality assurance microsoft applications manager technology verint data quality visio macros information technology,4.5,Not disclosed,Mumbai,"Manager Quality Assurance
Microsoft applications
Manager Technology
Verint
Data quality
Visio
Macros
Information technology"
Analyst,analyst scs tech india private limit mumbai opera house cyber security soc certify ethical hacker security analysis network security ceh information security vulnerability management,2.5,Not disclosed,Mumbai(Opera House),"Cyber Security
SOC
Certified Ethical Hacker
Security Analysis
Network Security
Ceh
Information Security
Vulnerability Management"
Analyst,analyst sitel india limit mumbai manager quality assurance microsoft applications manager technology verint data quality visio macros information technology,4.5,Not disclosed,Mumbai,"Manager Quality Assurance
Microsoft applications
Manager Technology
Verint
Data quality
Visio
Macros
Information technology"
Manager,manager hdfc life insurance company limit mumbai leadership manager strategy senior management,3.5,Not disclosed,Mumbai,"Leadership
Manager Strategy
Senior Management"
Manager,manager hdfc life insurance company limit mumbai banca business analytics requirement gather sales account data management uat business insights sdlc,9.0,Not disclosed,Mumbai,"Banca
Business Analytics
Requirement Gathering
Sales Account
Data Management
UAT
Business Insights
SDLC"
Software Engineer,software engineer rajvaibhav food process private limit pune data science cloud compute cloud hadoop data analysis big data oracle dba plsql,2.5,300000 - 800000 ,Pune,"Data Science
Cloud Computing
Cloud
Hadoop
Data Analysis
Big Data
Oracle DBA
PLSQL"
Analyst,analyst wieden kennedy delhi pune customer segmentation data analysis financial analysis hyperion consult business plan cash flow office,3.5,Not disclosed,Pune,"customer segmentation
Data analysis
Financial analysis
Hyperion
Consulting
Business planning
Cash flow
MS Office"
Analyst,analyst wieden kennedy delhi pune financial plan analyst business improvement data analysis financial analysis finance customer retention forecast business case,4.0,Not disclosed,Pune,"Financial Planning Analyst
Business improvement
Data analysis
Financial analysis
Finance
Customer retention
Forecasting
Business case"
Software Engineer,software engineer philips light pune system test automation data analysis linux postgresql ethernet selenium jira,2.0,Not disclosed,Pune,"System testing
Automation
Data analysis
Linux
Postgresql
Ethernet
Selenium
JIRA"
Analyst,analyst cresttek engineer solutions pvt ltd pune quality analysis,3.0,Not disclosed,Pune,Quality Analysis
Software Engineer,software engineer indradeep agro exim pvt ltd pune embed product engineer data analysis design review xml engineer design,1.5,200000 - 650000 ,Pune,"Embedded C
C++
Product engineering
Data analysis
Design review
XML
Engineering Design
VB"
Analyst,analyst total system service inc pune analytical skills delivery management automation nosql agile scrum schedule jira data warehouse,3.5,Not disclosed,Pune,"Analytical skills
Delivery management
Automation
NoSQL
Agile scrum
Scheduling
JIRA
Data warehousing"
Analyst,analyst nuware systems pvt ltd pune san sql data analysis linux perl informatica investment bank risk management,4.0,Not disclosed,Pune,"SAN
MS SQL
Data analysis
Linux
Perl
Informatica
Investment banking
Risk management"
Analyst,analyst smith nephew pune procurement supply chain management data management analytical business plan informatica business intelligence scm,4.5,Not disclosed,Pune,"Procurement
Supply chain management
Data management
Analytical
Business planning
Informatica
Business intelligence
SCM"
Researcher,researcher research report pune market analysis data analysis market research associate research associate consult market research analyst market research research analyst,3.5,Not disclosed,Pune,"Market analysis
Data analysis
Market Research Associate
Research Associate 1
Consulting
Market Research Analyst
Market research
Research Analyst"
Researcher,researcher analytics pvt ltd pune regulations financial analysis thematic report competitive intelligence benchmarking forecast telecom,3.0,Not disclosed,Pune,"Regulations
Financial Analysis
Thematic Reports
Competitive Intelligence
Benchmarking
Forecasting
Telecom
5G"
Analyst,analyst nathan ark software pvt ltd pune computer science data migration publish business research business analysis technical write project management process improvement,6.5,Not disclosed,Pune,"Computer science
Data migration
Publishing
Business research
Business analysis
Technical writing
Project management
Process improvement"
Analyst,analyst diverse lynx pune relationship management data analysis interpersonal skills equity derivatives business analyst fix income swap application development,3.0,Not disclosed,Pune,"Relationship management
Data analysis
Interpersonal skills
equity derivatives
Business Analyst
Fixed income
Swaps
Application development"
Analyst,analyst alpha analytics service pvt ltd pune computer science sas data science analytical business intelligence analyst manager technology technology solutions information technology,5.5,Not disclosed,Pune,"Computer science
SAS
data science
Analytical
Business Intelligence Analyst
Manager Technology
Technology solutions
Information technology"
Analyst,analyst total system service inc pune automation framework maven backend front end git data management mysql selenium,3.0,Not disclosed,Pune,"automation framework
Maven
Backend
Front end
GIT
Data management
MySQL
Selenium"
Manager,manager heelium pune bengali data analysis malayalam french german spanish windows korean,0.5,Not disclosed,Pune,"Bengali
Data analysis
Malayalam
French
German
Spanish
Windows
korean"
Analyst,analyst wieden kennedy delhi pune product management analytical healthcare issue resolution gap analysis data map test case user acceptance test,2.5,Not disclosed,Pune,"Product management
Analytical
Healthcare
Issue resolution
Gap analysis
data mapping
Test cases
User acceptance testing"
Analyst,analyst cloudmoyo inc pune cloud javascript healthcare asp net data processor mvc business intelligence microsoft,5.0,Not disclosed,Pune,"Cloud
Javascript
Healthcare
ASP.Net
Data Processor
MVC
Business intelligence
microsoft"
Researcher,researcher flexisales pune service contract outbound database customer handle data mine inside sales research analyst information technology,5.0,Not disclosed,Pune,"Service contracts
Outbound
Database
Customer handling
Data mining
Inside sales
Research Analyst
Information technology"
Analyst,analyst diverse lynx pune analytical skills interpersonal skills excel business analyst finance bank risk management risk analysis,3.0,Not disclosed,Pune,"Analytical skills
Interpersonal skills
Excel
Business Analyst
Finance
Banking
Risk management
Risk analysis"
Analyst,analyst environmental pune environmental analyst environmental impact assessment environmental science project implementation report write data collection research eia,10.5,Not disclosed,Pune,"Environmental Analyst
Environmental impact assessment
Environmental science
Project implementation
Report writing
Data collection
Research
EIA"
Analyst,analyst move one pune procurement supply chain erp pmp data migration consult edi microsoft dynamics,4.5,Not disclosed,Pune,"Procurement
Supply chain
ERP
PMP
Data migration
Consulting
EDI
Microsoft Dynamics"
Analyst,analyst yan solutions pune data migration business analyst technical write infrastructure management pharma consult infrastructure,8.5,Not disclosed,Pune,"GIS
Data migration
Business Analyst
Technical writing
Infrastructure management
Pharma
Consulting
Infrastructure"
Analyst,analyst teamware solutions pune pdf bloomberg regulatory report risk analyst market data investment bank visio analyst,4.5,Not disclosed,Pune,"PDF
Bloomberg
Regulatory reporting
Risk Analyst
market data
Investment banking
Visio
Analyst 3"
Analyst,analyst aideexpert advisory pune advance analytics business transformation data science consult manager technology market research business model customer experience,10.0,Not disclosed,Pune,"advanced analytics
Business transformation
data science
Consulting
Manager Technology
Market research
Business modeling
Customer experience"
Analyst,analyst salebuild ites pvt ltd pune quality monitor site management quality standards call monitor data management level management staff interpersonal communication,3.0,Not disclosed,Pune,"Quality monitoring
Site management
Quality standards
Call monitoring
Data management
level
Management Staff
Interpersonal communication"
Analyst,analyst mindbody pune sql data report project management analytical consult data analytics client management supervision,2.5,Not disclosed,Pune,"MS SQL
data reporting
Project management
Analytical
Consulting
Data analytics
Client management
Supervision"
Analyst,analyst centurysoft pvt ltd pune analytical skills business improvement retail business analyst uml business analysis process improvement dwbi,5.5,Not disclosed,Pune,"Analytical skills
Business improvement
Retail
Business Analyst
UML
Business analysis
Process improvement
DWBI"
Analyst,analyst teamware solutions pune change management gaap mis process improvement product control financial analyst data quality ifrs,5.5,Not disclosed,Pune,"Change management
US GAAP
MIS
Process improvement
Product control
Financial Analyst
Data quality
IFRS"
Researcher,researcher fortune business insights pune primary research financial analysis analytical consult market intelligence market research market data visio,3.5,Not disclosed,Pune,"Primary research
Financial analysis
Analytical
Consulting
Market intelligence
Market research
market data
Visio"
Researcher,researcher fortune business insights pune primary research financial analysis analytical market intelligence consult market research market data research,3.5,Not disclosed,Pune,"Primary research
Financial analysis
Analytical
Market intelligence
Consulting
Market research
market data
Research"
Researcher,researcher fortune business insights pune primary research financial analysis analytical consult market intelligence market research market data research,3.5,Not disclosed,Pune,"Primary research
Financial analysis
Analytical
Consulting
Market intelligence
Market research
market data
Research"
Analyst,analyst konnect consultancy pune erp data management mis report talent management human resources policies recruitment,4.0,Not disclosed,Pune,"ERP
MS Data management
MIS
Reports
Talent Management
Human Resources
HR Policies
Recruitment"
Analyst,analyst nectar infotel solutions pvt ltd pune primary research bloomberg hoover workflow schedule data quality office operations,5.5,Not disclosed,Pune,"Primary research
Bloomberg
Hoovers
Workflow
Scheduling
Data quality
MS Office
Operations"
Analyst,analyst venture center pune procurement ehs analyst analytical quality systems standard operate procedures data collection instrumentation,4.5,Not disclosed,Pune,"Procurement
EHS
Analyst
Analytical
Quality systems
Standard operating procedures
Data collection
Instrumentation"
Analyst,analyst sigma software pune service management product management data management uml xml bill employee engagement system integration,6.0,Not disclosed,Pune,"Service management
Product management
Data management
UML
XML
Billing
Employee engagement
System integration"
Analyst,analyst snaphunt bengaluru price analysis exploratory data analysis merchandise strategies data visualization apply mathematics tableau software statistics verbal communication,2.5,Not disclosed,Bengaluru,"Pricing Analysis
Exploratory Data Analysis
Merchandising Strategies
Data Visualization
Applied Mathematics
Tableau Software
Statistics
Verbal Communication"
Machine Learning Engineer,machine learn engineer pype bengaluru data science machine learn,3.5,Not disclosed,Bengaluru,"data science
Machine learning"
Machine Learning Engineer,machine learn engineer careerxperts consult bengaluru computer science usage literature data science machine learn algorithm development infrastructure subject matter expert,9.0,Not disclosed,Bengaluru,"Computer science
Usage
Literature
data science
Machine learning
Algorithm development
Infrastructure
Subject Matter Expert"
Analyst,analyst mastermind network gandhinagar data validation data science data accuracy data scientist mdm data analysis data visualization data analytics,7.5,Not disclosed,Gandhinagar,"Data Validation
Data Science
Data Accuracy
Data Scientist
MDM
Data Analysis
Data Visualization
Data Analytics"
Manager,manager netapp bengaluru customer acquisition operations management customer segmentation engineer management competitive analysis management consult price strategy application development,10.5,Not disclosed,Bengaluru,"Customer acquisition
Operations management
customer segmentation
Engineering management
Competitive analysis
Management consulting
pricing strategy
Application development"
Researcher,researcher syngene international limit bengaluru bioinformatics biotechnology expression pharma computational biology data analysis animal health,4.5,Not disclosed,Bengaluru,"Bioinformatics
Biotechnology
R
Expression
Pharma
Computational Biology
Data Analysis
Animal Health"
